TICKER,ASOF_DATE,YR,QRT_NUM,REVENUE,COGS,GROSS_PROFIT,SGA_EXPENSES,OTHER_OPERATING_INCOME_OR_EXPENSES,OPERATING_EXPENSES,OPERATING_INCOME,TOTAL_NONOPERATING_INCOME_OR_EXPENSE,PRETAX_INCOME,INCOME_TAXES,INCOME_AFTER_TAXES,OTHER_INCOME,INCOME_FROM_CONTINUOUS_OPERATIONS,INCOME_FROM_DISCONTINUED_OPERATIONS,NET_INCOME,EBITDA,EBIT,BASIC_SHARES,DILUTED_SHARES,BASIC_EPS,DILUTED_EPS,SOURCE_FILE,LOAD_BATCH_ID,LOADED_AT
KO,3/7/2026,2007,Q4,7331000000,2884000000,4997000000,2325000000,-70000000,2527000000,2039000000,80000000,1373000000,370000000,1723000000,0,1201000000,0,1584000000,0,0,0,0,0.17,0.19,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2007,Q3,7690000000,2736000000,3958000000,2587000000,-39000000,2327000000,1395000000,111000000,1653000000,493000000,1002000000,0,935000000,0,1127000000,0,0,0,0,0.19,0.22,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2007,Q2,7733000000,2145000000,3869000000,2488000000,-31000000,2105000000,1262000000,161000000,2216000000,446000000,1201000000,0,1584000000,0,927000000,0,0,0,0,0.22,0.245,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2007,Q1,6103000000,2063000000,4189000000,2296000000,-45000000,2293000000,1492000000,244000000,1448000000,221000000,935000000,0,1127000000,0,1223000000,0,0,0,0,0.245,-0.04,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2006,Q4,5932000000,2265000000,4366000000,2060000000,0,2310000000,1972000000,89000000,1422000000,300000000,1584000000,0,927000000,0,1362000000,0,0,0,0,-0.04,0.185,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2006,Q3,6454000000,2110000000,3500000000,2293000000,-85000000,2192000000,1359000000,75000000,1235000000,469000000,1127000000,0,1223000000,0,835000000,0,0,0,0,0.185,0.215,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2006,Q2,6476000000,1726000000,3555000000,2225000000,0,2029000000,1347000000,138000000,2053000000,385000000,927000000,0,1362000000,0,930000000,0,0,0,0,0.215,0.225,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2006,Q1,5226000000,1996000000,3802000000,2192000000,0,1986000000,1097000000,250000000,1512000000,197000000,1223000000,0,835000000,0,1091000000,0,0,0,0,0.225,0.175,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2005,Q4,5551000000,2235000000,4164000000,2029000000,0,2438000000,1803000000,61000000,1124000000,275000000,1362000000,0,930000000,0,1223000000,0,0,0,0,0.175,0.05,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2005,Q3,6037000000,2146000000,3388000000,1986000000,-392000000,2072000000,1451000000,32000000,1498000000,388000000,835000000,0,1091000000,0,-194000000,0,0,0,0,0.05,0.215,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2005,Q2,6310000000,1818000000,3333000000,2046000000,-88000000,1874000000,1092000000,47000000,1750000000,288000000,930000000,0,1223000000,0,914000000,0,0,0,0,0.215,0.185,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2005,Q1,5206000000,1821000000,3535000000,1984000000,0,2033000000,1451000000,148000000,1123000000,343000000,1091000000,0,732000000,0,1074000000,0,0,0,0,0.185,-0.01,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2004,Q4,5154000000,2061000000,3875000000,1874000000,-289000000,2052000000,1602000000,47000000,1273000000,404000000,1223000000,0,914000000,0,1118000000,0,0,0,0,-0.01,-0.01,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2004,Q3,5596000000,2039000000,3325000000,1744000000,-55000000,1966000000,1076000000,-17000000,1495000000,452000000,732000000,0,1074000000,0,863000000,0,0,0,0,-0.01,0.16,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2004,Q2,5914000000,1753000000,3125000000,1997000000,-70000000,1809000000,1290000000,45000000,1675000000,324000000,914000000,0,1118000000,0,242000000,0,0,0,0,0.16,0.19,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2004,Q1,5078000000,1864000000,3503000000,1896000000,-159000000,1804000000,1450000000,115000000,1056000000,378000000,1074000000,0,873000000,0,1067000000,0,0,0,0,0.19,0.15,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
